134,448,134,6
135,469,135,6
136,489,136,6
137,510,137,6
138,523,138,6
139,544,139,6
140,567,140,6
141,589,141,6
142,615,142,6
143,633,143,6
144,651,144,6
145,673,145,8
146,692,146,8
147,720,147,9
148,749,148,10
149,785,149,10
150,818,150,10
151,842,151,10
152,864,152,10
153,900,153,10
154,937,154,12
155,966,155,13
156,1004,156,13
157,1038,157,13
158,1065,158,14
159,1099,159,14
160,1133,160,15
161,1173,161,15
162,1210,162,15
163,1251,163,16
164,1299,164,17
165,1341,165,18
166,1394,166,19
167,1441,167,19
168,1476,168,19
169,1525,169,22
170,1567,170,22
171,1610,171,24
172,1673,172,26
173,1718,173,27
174,1767,174,28
175,1846,175,31
176,1898,176,32
177,1962,177,32
178,2023,178,34
179,2103,179,36
180,2178,180,39
181,2239,181,42
182,2293,182,44
183,2360,183,44
184,2434,184,46
185,2508,185,48
186,2565,186,50
187,2621,187,51
188,2704,188,53
189,2797,189,57
190,2872,190,59
191,2951,191,60
192,3050,192,63
193,3109,193,67
194,3176,194,70
195,3242,195,73
196,3320,196,77
197,3399,197,83
198,3464,198,87
199,3544,199,92
200,3629,200,96
201,3718,201,101
202,3813,202,106
203,3872,203,114
204,3950,204,118
205,4025,205,120
206,4092,206,127
207,4165,207,135
208,4237,208,138
209,4298,209,143
210,4357,210,150
211,4418,211,159
212,4497,212,166
213,4556,213,180
214,4577,214,184
215,4620,215,193
216,4667,216,200
217,4676,217,213
218,4683,218,227
219,4696,219,234
220,4749,220,249
221,4751,221,261
222,4749,222,270
223,4715,223,277
224,4652,224,288
225,4605,225,297
226,4583,226,311
227,4516,227,323
228,4453,228,341
229,4377,229,362
230,4294,230,388
231,4191,231,399
232,4082,232,422
233,3934,233,437
234,3761,234,456
235,3604,235,485
236,3434,236,501
237,3254,237,524
238,3059,238,552
239,2859,239,577
240,2642,240,602
241,2413,241,629
242,2172,242,662
243,1928,243,691
244,1702,244,721
245,1492,245,754
246,1283,246,793
247,1092,247,837
248,902,248,880
249,735,249,925
250,600,250,969
251,486,251,1029
252,376,252,1074
253,291,253,1119
254,220,254,1186
255,156,255,1253
256,119,256,1311
257,80,257,1378
258,60,258,1451
259,38,259,1506
260,27,260,1599
261,22,261,1667
262,14,262,1733
263,6,263,1826
264,2,264,1923
265,1,265,2001
266,1,266,2090
267,1,267,2178
268,1,268,2259
269,1,269,2361
270,0,270,2463
271,0,271,2549
272,0,272,2634
273,0,273,2730
274,0,274,2812
275,0,275,2892
276,0,276,2945
277,0,277,2999
278,0,278,3059
279,0,279,3135
280,0,280,3181
281,0,281,3252
282,0,282,3297
283,0,283,3376
284,0,284,3397
285,0,285,3423
286,0,286,3461
287,0,287,3498
288,0,288,3506
289,0,289,3508
290,0,290,3497
291,0,291,3479
292,0,292,3462
293,0,293,3413
294,0,294,3404
295,0,295,3350
296,0,296,3313
297,0,297,3310
298,0,298,3265
299,0,299,3208
300,0,300,3157
301,0,301,3103
302,0,302,3035
303,0,303,2983
304,0,304,2916
305,0,305,2831
306,0,306,2755
307,0,307,2681
308,0,308,2614
309,0,309,2530
310,0,310,2475
311,0,311,2408
312,0,312,2334
313,0,313,2265
314,0,314,2221
315,0,315,2189
316,0,316,2132
317,0,317,2059
318,0,318,2029
319,0,319,1948
320,0,320,1897
321,0,321,1848
322,0,322,1780
323,0,323,1738
324,0,324,1713
325,0,325,1690
326,0,326,1645
327,0,327,1601
328,0,328,1557
329,0,329,1488
330,0,330,1434
331,0,331,1391
332,0,332,1341
333,0,333,1293
334,0,334,1262
335,0,335,1192
336,0,336,1141
337,0,337,1105
338,0,338,1065
339,0,339,1006
340,0,340,951
341,0,341,902
342,0,342,867
343,0,343,806
344,0,344,752
345,0,345,728
346,0,346,722
347,0,347,685
348,0,348,658
349,0,349,663
350,0,350,629
351,0,351,611
352,0,352,592
353,0,353,564
354,0,354,566
355,0,355,544
356,0,356,516
357,0,357,494
358,0,358,475
359,0,359,453
360,0,360,441
361,0,361,405
362,0,362,381
363,0,363,360
364,0,364,342
365,0,365,333
366,0,366,315
367,0,367,307
368,0,368,286
369,0,369,275
370,0,370,261
371,0,371,247
372,0,372,236
373,0,373,220
374,0,374,221
375,0,375,210
376,0,376,201
377,0,377,185
378,0,378,175
379,0,379,164
380,0,380,157
381,0,381,145
382,0,382,136
383,0,383,127
384,0,384,124
385,0,385,117
386,0,386,110
387,0,387,107
388,0,388,96
389,0,389,90
390,0,390,87
391,0,391,81
392,0,392,74
393,0,393,69
394,0,394,62
395,0,395,53
396,0,396,55
397,0,397,52
398,0,398,43
399,0,399,40
400,0,400,35
401,0,401,29
402,0,402,28
403,0,403,22
404,0,404,20
405,0,405,23
406,0,406,26
407,0,407,28
408,0,408,21
409,0,409,20
410,0,410,20
411,0,411,20
412,0,412,18
413,0,413,15
414,0,414,13
415,0,415,15
416,0,416,14
417,0,417,9
418,0,418,5
419,0,419,3
420,0,420,3
421,0,421,3
422,0,422,3
423,0,423,3
424,0,424,3
425,0,425,3
426,0,426,3
427,0,427,3
428,0,428,3
429,0,429,3
430,0,430,3
431,0,431,3
432,0,432,4
433,0,433,5
434,0,434,2
435,0,435,2
436,0,436,0
